	MG1655-1	PUTR3-1_1	PUTR4-3_1	PUTR5-6_1	PUTR7-7_1	PUTR8-10_1	proV-1	cspC-1	MG1655-2	PUTR3-1_2	PUTR4-3_2	PUTR5-6_2	PUTR7-7_2	PUTR8-10_2	proV-2	cspC-2	MG1655-3	PUTR3-1_3	PUTR4-3_3	PUTR5-6_3	PUTR7-7_3	PUTR8-10_3	proV-3	cspC-3	ptsP-1	wbbK-1	proV_cspC-1	proV_nagC-1	proV_ptsP-1	proV_wbbK-1	proV_ptsP_wbbK-1	proV_ptsP_nagC-1	ptsP-2	wbbK-2	proV_cspC-2	proV_nagC-2	proV_ptsP-2	proV_wbbK-2	proV_ptsP_wbbK-2	proV_ptsP_nagC-2	ptsP-3	wbbK-3	proV_cspC-3	proV_nagC-3	proV_ptsP-3	proV_wbbK-3	proV_ptsP_wbbK-3	proV_ptsP_nagC-3
45.01011	12.932	48.474	41.861	47.611	42.776	74.498	19.074	33.703	12.62	47.617	40.053	48.543	42.188	75.103	18.646	38.076	12.72	48.718	41.367	48.268	42.087	77.484	19.045	33.265	13.592	10.829	28.023	10.472	24.202	15.629	26.973	7.527	15.542	8.866	23.458	8.547	21.539	20.181	26.802	6.012	13.557	4.928	8.465	5.149	13.265	9.835	21.024	8.24
45.17689	13.198	48.725	42.285	47.805	42.899	74.092	19.336	35.805	12.886	47.705	40.855	48.656	42.201	75.16	19.753	38.503	12.875	49.052	40.424	48.631	42.704	77.429	19.278	33.071	14.045	10.931	25.265	10.521	24.783	15.837	27.452	7.772	15.913	9.246	23.983	8.596	22.094	20.465	27.679	6.177	13.905	4.902	8.864	5.172	13.662	10.183	21.8	8.322
45.34354	13.174	47.937	41.721	47.644	43.345	74.322	19.61	33.363	12.972	48.555	40.014	48.44	42.373	75.416	20.189	38.868	13.097	49.356	40.434	48.471	42.413	77.356	19.633	33.962	14.593	11.018	26.106	10.745	25.734	17.805	26.451	7.479	16.379	9.553	24.606	8.71	22.801	20.982	28.217	6.296	14.373	5.022	9.029	5.315	14.181	10.516	22.261	8.686
45.51028	13.51	49.133	41.651	47.668	43.113	74.591	20.853	33.446	13.362	48.222	40.114	48.655	42.278	75.469	20.232	38.798	13.434	50.335	41.403	48.874	42.316	77.493	20.467	33.856	15.097	11.189	26.758	10.888	26.358	16.178	27.01	7.645	16.856	9.611	24.793	9.017	23.395	21.382	29.091	6.514	14.518	5.157	9.233	5.429	14.687	10.714	22.881	8.905
45.67691	13.775	49.821	42.731	47.917	43.345	74.486	20.811	34.483	13.573	48.828	40.943	48.932	42.81	75.607	21.008	38.95	13.643	50.448	40.516	48.908	42.249	77.657	21.217	34.372	15.494	11.51	25.806	11.073	26.99	15.511	28.608	7.862	17.362	9.635	25.097	9.038	24.193	21.637	30.019	6.651	15.001	4.967	9.603	5.561	14.973	11.171	23.435	9.096
45.84355	14.3	49.042	42.114	47.985	43.302	74.558	21.419	35.011	13.743	49.005	40.354	48.89	42.494	75.707	21.343	39.289	13.868	50.352	40.937	49.194	42.889	77.757	21.907	35.119	16.293	11.57	26.36	11.324	27.6	16.555	30.013	8.331	18.024	9.968	25.761	9.125	24.912	22.137	30.684	6.902	15.444	5.053	9.691	5.676	15.554	11.368	24.29	9.456
46.01024	14.527	49.576	42.217	48.464	43.623	74.888	22.244	35.774	14.052	49.349	40.837	49.261	42.65	75.817	21.867	39.611	14.177	50.422	41.012	49.484	43.019	77.866	22.485	35.663	16.845	11.798	27.481	11.635	28.611	18.447	30.223	8.589	18.331	10.116	26.609	9.518	25.487	22.305	31.447	7.052	15.917	5.341	10.135	5.987	15.833	11.951	24.894	9.823
46.17704	14.895	49.138	42.567	48.572	43.591	74.54	22.614	36.476	14.146	49.293	40.533	48.959	42.892	75.771	22.729	39.797	14.326	50.038	41.116	49.099	42.987	77.739	22.992	35.71	17.296	11.81	28.372	11.592	29.393	18.57	29.482	8.981	18.755	10.263	27.063	9.557	26.296	22.62	32.067	7.361	16.366	5.295	10.285	6.08	16.284	12.181	25.32	10.106
46.34356	15.086	49.22	42.267	48.681	43.864	74.704	23.105	36.695	14.638	49.456	41.134	49.342	43.001	76.071	23.193	39.578	14.736	50.939	40.871	49.072	43.205	78.121	23.483	36.475	18.115	12.138	29.028	11.974	30.131	16.713	30.766	9.309	19.465	10.591	27.937	9.639	26.869	23.112	32.887	7.389	16.885	5.295	10.695	6.189	16.994	12.7	26.03	10.407
46.51023	15.494	49.408	42.23	48.625	44.238	74.884	23.544	36.434	14.826	49.181	39.817	49.148	43.13	76.061	23.77	40.006	15.007	51.894	41.244	49.696	43.305	77.976	24.115	36.433	18.527	12.161	29.146	12.079	30.905	15.7	31.06	9.412	20.149	10.776	28.137	9.798	27.615	23.471	33.5	7.708	17.293	5.531	10.996	6.484	17.406	13.026	26.719	10.754
46.67692	15.952	50.27	42.601	48.311	43.762	74.948	24.302	37.544	15.093	49.851	40.652	49.408	43.337	75.879	24.172	40.432	15.247	51.389	41.15	49.52	43.266	78.203	24.517	37.079	19.039	12.511	28.153	12.237	31.715	15.94	32.031	9.707	20.552	11.044	28.702	9.902	28.344	24.037	34.228	7.703	17.779	5.526	11.207	6.479	17.891	13.566	27.394	11.05
46.8438	16.095	50.173	42.367	48.926	44.074	75.048	24.965	35.751	15.428	49.973	41.238	49.504	43.349	76.143	25.027	40.634	15.745	51.156	40.998	49.97	43.305	78.304	25.071	37.171	19.839	12.68	28.053	12.352	32.627	16.766	32.918	9.876	21.133	11.35	29.094	9.908	29.282	24.51	34.866	7.899	18.277	5.749	11.624	6.785	18.554	13.736	28.086	11.301
47.01041	16.541	50.109	42.396	48.724	43.911	75.006	25.375	36.256	15.547	50.536	40.579	49.575	43.485	76.235	25.407	40.909	16.027	51.555	41.082	50.262	42.953	78.175	25.507	38.3	20.713	12.884	28.974	12.639	33.488	16.884	34.195	10.058	21.708	11.503	29.93	10.276	29.954	24.862	35.395	8.248	18.831	5.637	12.066	6.992	19.073	14.21	28.461	11.592
47.17714	16.699	50.426	42.149	49.066	44.371	75.109	26.373	37.951	16.034	49.734	40.763	50.409	43.372	76.363	25.857	41.015	16.266	51.843	41.489	50.035	43.251	78.411	26.203	38.793	21.329	13.018	28.683	12.937	34.039	17.26	34.868	10.277	22.406	11.693	30.619	10.629	30.535	25.176	36.079	8.334	19.288	5.615	12.276	7.154	19.498	14.587	29.398	11.73
47.34376	17.461	50.365	42.722	48.981	44.348	75.403	27.097	39.85	16.329	49.782	40.418	49.886	43.294	76.362	26.558	41.318	16.948	51.484	40.916	50.38	43.633	78.522	27.23	38.756	22.298	13.336	30.02	13.2	34.813	18.898	34.53	10.587	23.046	11.869	31.471	10.618	30.976	25.576	36.916	8.609	19.616	5.995	12.608	7.222	20.085	15.294	29.807	12.367
47.51043	17.762	50.613	42.267	49.118	44.246	75.305	27.884	39.535	16.577	50.713	41.189	50.133	43.466	76.535	27.043	41.49	17.084	51.95	41.089	50.383	43.069	78.449	27.197	38.905	22.621	13.476	31.212	13.339	35.401	18.406	36.036	10.674	23.424	12.147	31.897	10.758	31.867	26.034	37.529	8.781	20.217	5.896	12.88	7.609	20.544	15.649	30.371	12.536
47.67703	18.315	51.01	42.287	49.133	44.293	75.197	28.65	38.685	16.966	50.209	40.524	50.257	43.703	76.454	27.536	41.646	17.555	52.155	41.464	50.699	43.635	78.585	28.263	39.856	23.579	13.757	31.539	13.785	36.108	18.303	37.825	11.149	24.001	12.485	32.359	11.013	32.547	26.418	38.342	9.067	20.687	6.046	13.158	7.783	21.066	15.984	31.108	12.848
47.84379	18.43	50.834	42.58	49.202	44.804	75.39	28.98	39.035	17.438	50.988	41.224	50.517	43.832	76.59	28.574	41.72	17.861	52.524	41.457	50.551	43.737	78.611	28.92	39.987	24.345	13.902	31.32	14.176	36.731	18.528	38.876	11.433	24.576	12.713	33.229	11.132	33.2	27.129	39.019	9.379	21.238	6.142	13.709	8.011	21.696	16.454	31.762	13.213
48.01046	18.992	50.611	43.46	49.609	44.758	75.485	29.721	40.26	17.915	50.711	41.429	50.406	44.032	76.772	29.099	42.083	18.232	52.386	41.135	50.79	43.879	78.686	29.745	40.259	25.332	14.129	30.703	14.32	37.846	18.98	38.766	11.762	25.233	13.044	33.849	11.438	33.791	27.461	39.54	9.593	21.775	6.159	14.029	8.233	22.107	16.934	32.404	13.569
48.17728	19.525	51.321	42.226	49.718	44.562	75.603	30.121	42.523	17.955	51.175	40.962	50.706	43.645	76.89	29.691	42.434	18.355	53.424	41.403	50.624	43.902	78.915	30.446	40.882	26.525	14.333	31.105	14.496	38.469	18.748	40.434	12.101	25.769	13.329	34.526	11.696	34.44	27.889	40.218	9.877	22.173	6.36	14.536	8.436	22.561	17.522	32.942	13.99
48.34391	19.98	49.838	43.271	49.47	44.515	76.192	30.784	39.703	18.38	50.843	41.468	50.485	44.284	77.046	30.577	42.58	19.002	52.822	41.71	50.699	43.99	78.936	30.974	40.855	27.93	14.807	31.309	15.052	39.289	18.735	41.067	12.514	26.484	13.525	34.958	11.977	35.255	28.662	41.071	10.147	23.097	6.378	14.996	8.742	23.249	18.059	33.588	14.54
48.51048	20.619	50.2	42.827	49.855	44.644	76.04	31.324	40.418	18.967	51.038	40.962	50.678	44.001	77.055	30.758	42.708	19.586	53.069	41.485	51.062	44.476	78.915	32.387	41.374	29.204	14.907	32.499	15.098	39.918	18.83	41.2	12.949	27.054	13.903	35.783	12.079	35.643	28.818	41.722	10.506	23.321	6.524	15.275	8.983	23.901	18.479	34.2	14.893
48.67718	20.977	51.538	42.627	49.991	45.02	75.838	32.181	40.926	19.214	50.517	41.065	50.924	44.185	77.046	31.616	43.002	20.053	53.452	41.641	51.442	44.331	78.989	32.972	42.13	30.31	15.316	32.73	15.506	40.646	19.541	41.666	13.054	27.663	14.174	36.318	12.296	36.588	29.429	42.507	10.773	23.927	6.706	15.771	9.117	24.374	19.22	35.006	15.19
48.84395	21.469	50.772	42.764	49.936	44.828	75.866	33.22	42.048	19.57	50.955	41.777	50.678	43.939	77.046	32.218	43.056	20.354	53.288	40.984	51.305	44.085	78.962	33.355	42.458	31.869	15.48	32.784	15.835	41.549	19.377	43.171	13.3	28.402	14.475	37.166	12.515	37.108	29.894	43.0	10.964	24.392	6.542	16.154	9.363	24.839	19.63	35.335	15.573
49.01059	22.235	51.538	42.353	50.155	44.91	76.085	34.014	44.839	20.172	51.803	41.339	51.198	44.431	77.21	33.093	43.412	20.764	53.753	41.531	51.223	44.331	79.126	34.422	42.622	34.086	15.726	32.866	16.245	42.206	19.514	44.649	13.629	29.196	14.83	38.069	12.843	37.819	30.824	44.04	11.347	25.048	6.98	16.564	9.91	25.496	20.123	36.265	15.928
49.17717	22.81	51.878	43.146	50.086	45.185	76.21	34.519	41.906	20.305	51.103	41.645	51.512	44.104	77.366	34.175	43.578	21.229	53.082	42.297	51.397	44.248	79.311	35.34	43.633	37.146	16.129	33.675	16.456	42.944	19.975	46.397	14.246	29.671	15.093	38.613	12.997	38.553	31.301	44.782	11.796	25.626	7.287	17.032	10.036	26.107	20.752	36.941	16.903
49.34393	23.248	51.648	42.873	50.265	45.02	75.948	35.19	41.802	20.91	50.873	41.312	51.088	44.267	77.374	34.926	43.494	21.613	52.959	41.887	51.442	44.249	79.235	35.79	43.525	39.667	16.328	34.754	16.984	43.601	20.499	46.81	14.313	30.263	15.378	39.273	13.253	39.379	31.7	45.462	11.84	26.143	7.062	17.549	10.485	26.754	21.272	37.688	17.05
49.51058	23.717	51.4	42.645	50.319	45.177	76.266	36.571	42.722	21.269	51.857	41.361	51.252	44.424	77.475	35.816	43.816	22.137	52.795	42.07	51.44	44.542	79.31	36.734	44.585	43.0	16.602	34.904	17.257	44.744	20.309	48.131	14.502	30.875	15.567	39.976	13.608	39.917	32.341	46.251	12.218	26.833	7.272	17.966	10.729	27.285	21.769	38.497	17.568
49.67736	24.545	51.019	42.577	50.593	45.516	76.432	37.113	45.499	21.962	52.378	41.56	51.225	44.243	77.583	36.602	44.318	22.746	53.588	42.192	51.334	44.335	79.362	37.602	44.35	46.536	16.944	34.324	17.572	45.438	20.758	46.835	14.766	31.584	16.186	40.81	13.897	40.451	33.021	46.969	12.485	27.111	7.299	18.271	11.183	27.72	22.213	38.788	18.022
49.84398	24.676	51.868	43.323	50.347	45.55	76.497	37.482	43.704	22.123	51.859	40.691	51.772	44.305	77.455	37.653	44.461	23.069	54.08	42.173	51.637	44.59	79.616	38.08	45.151	50.256	17.244	34.284	17.927	45.963	21.303	47.867	15.315	32.283	16.488	41.829	14.226	41.115	33.556	47.93	12.9	27.706	7.526	18.785	11.376	28.283	22.973	39.81	18.57
50.01072	25.393	51.265	43.342	50.32	45.68	76.404	38.289	43.585	22.591	50.764	41.041	51.635	44.599	77.583	38.298	44.4	23.566	53.944	42.11	51.99	44.746	79.718	39.189	45.308	54.906	17.518	35.308	18.338	46.833	21.25	49.269	15.613	32.897	16.815	42.314	14.416	41.955	34.389	48.638	13.169	28.068	7.627	19.311	11.73	28.869	23.526	40.429	18.925
50.17746	26.182	51.071	42.426	50.511	45.56	76.622	39.227	44.721	22.884	51.583	40.649	51.635	44.671	77.721	38.91	44.911	24.136	54.109	41.687	51.604	44.788	79.502	39.746	45.516	59.813	17.834	34.959	18.627	47.537	21.651	50.048	16.063	33.313	17.429	42.824	14.594	42.6	34.97	49.373	13.56	28.778	7.738	19.773	12.044	29.42	24.206	41.017	19.43
50.34413	26.95	52.892	42.611	50.634	45.798	76.705	40.208	44.084	23.436	51.734	41.516	51.758	44.909	77.803	40.027	44.957	24.685	54.314	42.063	51.975	44.753	79.747	40.562	46.657	65.541	18.306	36.242	19.235	48.512	21.93	51.451	16.481	34.158	17.847	43.691	15.011	43.468	35.678	50.209	14.007	29.381	8.052	20.349	12.516	29.938	24.892	42.05	19.903
