	MG1655-1	23BD2-4_1	23BD4-3_1	23BD6-1_1	23BD7-4_1	metJ-1	acrB-1	metJ_acrB-1	MG1655-2	23BD2-4_2	23BD4-3_2	23BD6-1_2	23BD7-4_2	metJ-2	acrB-2	metJ_acrB-2	MG1655-3	23BD2-4_3	23BD4-3_3	23BD6-1_3	23BD7-4_3	metJ-3	acrB-3	metJ_acrB-3	metJ_relA_acrB-1	metJ_relA_purT-1	metJ_relA_clsA-1	metJ_relA_rnb-1	metJ_relA_yeaR-1	metJ_relA_treR-1	metJ_relA_treA-1	metJ_relA_acrB-2	metJ_relA_purT-2	metJ_relA_clsA-2	metJ_relA_rnb-2	metJ_relA_yeaR-2	metJ_relA_treR-2	metJ_relA_treA-2	metJ_relA_acrB-3	metJ_relA_purT-3	metJ_relA_clsA-3	metJ_relA_rnb-3	metJ_relA_yeaR-3	metJ_relA_treR-3	metJ_relA_treA-3
36.00716	0.741	51.701	44.322	36.592	48.282	10.373	5.157	21.499	0.749	51.662	45.311	35.354	48.499	10.751	3.083	20.49	1.169	52.72	45.695	37.317	49.506	11.499	3.736	21.283	3.62	23.322	2.78	3.115	4.67	7.55	5.509	2.698	21.415	2.427	2.333	3.376	6.052	4.171	2.346	14.703	0.976	2.214	3.056	4.361	3.695
36.17385	0.99	51.856	44.535	36.779	47.849	10.818	5.35	21.324	0.885	51.816	45.692	35.485	49.526	11.14	3.079	20.061	0.967	52.454	45.739	37.39	49.156	11.633	3.591	20.995	3.643	23.819	3.113	3.28	4.891	7.74	5.673	3.003	21.801	2.452	2.414	3.202	5.963	3.997	2.539	15.063	0.889	2.127	2.94	4.441	3.495
36.3406	0.888	51.729	44.767	36.697	48.588	10.917	5.446	21.569	0.56	52.14	45.981	35.542	49.03	11.155	3.091	20.588	0.925	52.832	46.056	37.339	49.532	11.651	3.912	21.522	3.488	24.433	2.619	3.037	5.099	7.843	5.66	2.902	22.667	2.462	2.284	3.388	5.894	4.266	2.324	15.305	1.094	2.108	2.922	4.538	3.674
36.50726	0.976	52.024	44.891	36.622	48.854	10.36	5.197	21.436	0.676	52.042	46.077	35.777	49.632	10.991	3.067	20.511	1.013	52.677	46.406	37.462	49.489	11.263	3.86	21.08	3.718	24.244	2.706	3.21	4.935	7.597	5.525	2.737	22.505	2.465	2.259	3.477	5.9	4.355	2.412	15.057	0.9	2.196	2.953	4.542	3.509
36.67384	0.946	51.591	45.094	36.982	48.741	10.681	5.472	21.513	0.697	52.025	46.362	35.8	49.154	11.142	3.144	20.84	0.973	52.637	46.716	37.755	49.373	11.633	3.74	22.054	3.761	24.706	2.674	3.233	5.123	8.27	5.563	2.983	23.027	2.52	2.537	3.484	6.105	4.336	2.298	15.203	1.156	2.028	3.036	4.672	3.589
36.84057	0.868	51.31	45.455	36.806	48.345	10.438	5.339	21.471	0.621	52.11	46.218	35.567	48.786	11.04	3.236	21.079	0.814	52.693	46.432	37.469	49.539	11.813	3.748	21.9	3.601	25.396	2.906	3.493	4.823	7.525	5.854	2.879	23.239	2.442	2.347	3.495	5.947	4.403	2.557	15.439	0.825	2.034	2.818	4.288	3.428
37.00745	0.99	52.053	45.49	36.835	48.832	10.734	5.519	22.166	0.829	52.097	46.731	35.653	49.441	10.887	3.163	20.763	1.052	52.734	46.946	37.334	49.494	11.914	3.9	21.922	3.727	25.926	2.861	3.251	4.807	7.712	5.954	2.806	24.076	2.536	2.358	3.511	5.935	4.334	2.567	15.316	0.833	1.987	2.912	4.553	3.776
37.17393	0.865	52.12	45.841	37.05	48.376	10.404	5.568	21.64	0.626	52.088	46.806	35.979	49.071	11.459	3.13	20.771	1.053	52.549	47.305	37.703	49.52	11.962	3.867	21.509	3.506	26.513	2.711	3.496	4.971	7.991	6.022	2.913	24.291	2.72	2.685	3.584	6.426	4.233	2.752	15.558	0.925	2.477	2.982	4.354	3.626
37.34067	1.151	51.798	45.927	37.064	48.626	10.595	5.345	22.153	0.768	52.099	47.395	35.994	49.658	11.086	3.271	20.468	1.107	52.818	47.218	37.653	49.402	11.921	3.699	21.094	3.671	26.763	2.882	3.47	5.027	8.003	5.957	2.97	24.376	2.303	2.519	3.573	6.163	4.281	2.644	15.687	1.187	2.398	2.96	4.578	3.938
37.50735	0.994	52.067	46.26	37.042	48.591	11.188	5.438	21.892	0.749	51.943	47.39	35.86	49.679	11.875	3.167	21.108	0.888	52.664	47.464	37.569	49.9	11.752	3.736	21.761	3.816	27.058	3.033	3.424	5.063	8.252	5.959	3.007	24.843	2.54	2.558	3.433	6.109	4.424	2.346	15.883	0.976	2.383	2.859	4.473	3.836
37.67395	1.085	51.701	46.622	37.118	49.122	10.805	5.586	21.569	0.756	52.028	47.499	35.964	49.451	11.239	3.288	21.431	1.262	52.579	47.574	37.704	49.729	12.185	3.912	21.522	3.994	27.749	3.012	3.515	5.071	8.237	6.138	2.958	25.617	2.462	2.677	3.528	6.232	4.35	2.971	15.867	0.897	2.642	3.006	4.481	3.843
37.84062	0.842	51.433	46.714	37.317	48.879	10.651	5.541	22.069	0.768	52.071	47.789	36.078	49.686	11.62	3.243	21.087	0.825	52.818	48.061	37.288	49.74	12.259	3.783	21.909	3.643	27.832	3.135	3.554	5.252	8.031	6.379	3.139	25.529	2.472	2.66	3.629	6.079	4.225	2.672	15.8	0.849	2.202	2.875	4.578	3.966
38.00742	1.186	51.601	47.02	37.281	49.073	10.829	5.661	22.083	0.691	52.044	47.926	35.957	49.796	11.659	3.279	20.82	0.834	52.761	48.256	37.591	49.597	12.214	3.96	21.811	3.736	28.187	3.115	3.646	5.007	8.184	6.136	2.921	26.08	2.563	2.78	3.809	6.09	4.46	2.988	16.177	1.164	2.405	3.247	4.587	3.889
38.17398	0.764	51.91	47.357	37.281	48.651	10.492	5.661	21.858	0.945	52.1	48.348	36.379	49.514	11.462	3.279	21.354	1.087	52.902	48.424	38.097	49.99	12.186	3.791	21.98	3.652	28.271	2.974	3.618	5.035	8.212	6.333	3.146	26.08	2.563	2.78	3.837	6.568	4.545	2.679	16.092	1.164	2.883	3.022	4.643	3.805
38.3408	0.813	51.939	47.051	37.57	49.582	10.904	5.598	22.49	0.684	52.155	48.689	36.275	49.573	11.704	3.271	21.424	1.022	52.958	48.764	37.878	49.655	12.343	3.952	22.697	3.924	28.872	3.276	3.639	5.168	8.425	6.238	3.054	26.739	2.528	2.688	3.798	6.388	4.703	2.419	16.25	0.849	2.708	3.1	4.635	3.854
38.50743	0.751	51.939	47.421	37.55	48.966	11.063	5.787	22.195	0.816	52.042	48.72	36.086	49.829	11.947	3.376	21.494	1.154	52.874	48.542	37.856	49.91	12.5	4.028	21.726	3.887	29.079	3.044	3.631	5.16	8.103	6.284	3.187	26.637	2.634	2.99	3.449	6.378	4.467	2.637	16.378	0.844	2.392	2.953	4.654	3.931
38.67413	1.017	51.46	47.723	37.421	49.635	10.661	5.746	22.336	0.579	52.128	48.854	36.267	49.88	11.715	3.364	21.073	0.947	52.761	48.931	37.929	50.047	12.439	4.185	22.374	3.933	29.396	3.143	3.984	5.541	7.875	6.474	3.146	27.205	2.788	2.78	3.753	6.399	4.488	2.735	16.571	1.08	2.461	3.107	4.502	3.946
38.84079	0.926	52.051	47.867	37.626	49.076	10.988	6.048	22.547	0.656	52.155	49.223	36.162	50.248	11.733	3.384	21.593	0.769	52.986	49.158	37.906	49.683	12.427	4.289	22.275	3.84	30.053	3.22	3.695	5.28	8.762	6.379	3.054	27.807	2.641	2.913	3.742	6.304	4.562	2.559	16.84	1.018	2.539	2.931	4.747	3.854
39.00747	0.858	51.952	48.351	37.677	49.561	11.098	5.729	22.161	0.844	52.228	49.033	36.494	50.087	11.984	3.263	21.432	1.129	52.803	49.335	38.187	50.592	12.147	4.112	22.03	3.778	30.155	3.295	3.826	5.188	8.625	6.434	3.074	27.738	2.826	2.875	3.826	6.669	4.476	2.605	16.87	1.032	2.583	3.117	4.853	3.9
39.17409	0.807	51.658	48.573	37.775	49.388	11.063	6.04	22.588	0.732	52.07	49.703	36.48	49.998	12.059	3.292	21.691	1.098	52.93	49.751	38.052	50.276	12.64	4.253	22.148	3.915	30.541	3.044	3.772	5.019	8.271	6.368	3.299	27.958	2.859	3.074	3.899	6.209	4.608	2.581	16.8	1.012	2.617	3.066	4.991	3.959
39.34082	0.868	51.993	48.557	37.764	49.374	10.803	5.769	22.379	0.687	52.299	49.663	36.496	49.788	11.549	3.303	21.989	0.945	52.845	49.966	38.249	49.871	12.419	4.237	22.136	3.792	30.971	3.221	3.978	5.397	8.307	6.45	3.255	28.102	2.921	2.886	3.787	6.432	4.661	2.361	17.17	0.928	2.508	2.986	4.837	3.911
39.50748	1.108	51.657	48.507	37.836	49.098	11.233	5.894	22.716	0.53	52.157	49.611	36.484	49.54	11.922	3.372	22.044	1.012	52.958	49.913	38.401	50.073	12.901	4.193	22.389	4.196	31.244	3.46	3.907	5.437	8.478	6.485	3.126	28.573	2.738	3.181	3.849	6.663	4.583	2.686	17.483	1.001	2.58	3.17	4.764	4.206
39.67413	0.891	51.743	48.995	38.0	49.107	11.203	6.237	22.363	0.816	52.239	49.984	36.564	50.082	12.031	3.46	21.663	1.013	52.846	50.257	38.024	50.36	12.247	4.113	22.738	3.971	31.187	3.55	3.884	4.991	9.03	6.565	3.215	28.97	2.774	2.934	3.871	6.49	4.777	2.553	17.278	1.322	2.701	3.15	5.076	3.79
39.84083	0.911	51.797	49.323	37.892	49.576	10.924	5.641	22.632	1.093	52.466	50.202	36.653	50.44	11.81	3.372	21.566	1.124	52.93	50.42	38.345	50.439	12.564	4.137	23.036	3.774	31.919	3.291	3.991	5.353	8.478	6.653	3.295	28.911	2.795	3.012	3.905	6.579	4.668	2.826	17.399	1.114	2.833	3.17	4.989	3.981
40.00748	0.911	51.544	49.52	38.061	49.492	11.233	6.26	22.35	1.262	52.298	50.653	36.793	49.962	11.979	3.653	22.579	1.096	52.873	50.617	38.12	50.101	12.536	4.052	22.726	4.027	32.003	3.291	4.132	5.437	8.478	6.485	3.38	29.361	2.907	3.293	3.905	6.692	4.724	2.657	17.765	1.114	2.833	3.282	4.764	4.206
40.17407	0.976	52.249	49.444	38.028	50.203	11.091	6.04	22.897	0.929	52.407	50.715	36.676	50.082	12.481	3.46	21.86	0.929	53.015	51.015	38.109	50.332	12.781	4.281	22.822	3.887	32.143	3.184	4.222	5.413	8.44	6.874	3.215	29.364	2.943	2.934	3.955	6.799	4.889	2.721	18.065	1.097	2.786	3.403	4.795	4.043
40.34093	1.027	51.642	49.533	38.324	49.392	11.126	6.011	23.174	0.703	52.425	51.003	36.803	50.313	12.097	3.657	21.911	1.354	52.944	50.883	38.413	51.043	12.682	4.112	22.565	4.032	32.548	3.407	4.305	5.554	8.569	6.771	3.468	29.849	2.967	3.213	3.995	6.922	4.645	2.774	18.109	1.004	2.808	3.032	5.022	4.126
40.50753	0.817	51.953	50.045	38.115	49.988	11.078	6.136	23.116	0.575	52.338	51.007	36.763	50.571	11.878	3.557	22.022	0.914	52.972	51.308	38.846	50.962	12.799	4.04	22.676	3.929	32.594	3.533	4.402	5.594	8.684	6.722	3.283	30.038	3.066	3.282	4.0	6.675	4.624	2.732	18.14	0.936	2.739	3.188	4.92	4.139
40.67429	0.807	51.855	50.147	38.168	50.09	11.203	6.433	23.6	0.592	52.323	51.193	36.958	50.138	12.312	3.516	21.86	1.013	53.015	51.353	38.671	50.585	12.64	4.085	23.075	4.14	32.986	3.353	4.446	5.441	8.496	6.79	3.131	30.263	2.887	3.159	3.983	6.799	4.861	2.665	18.458	0.844	3.039	3.656	4.907	4.184
40.84092	1.235	51.742	50.51	38.414	49.582	11.466	6.244	23.278	0.852	52.324	51.641	37.062	50.305	12.211	3.721	21.846	1.078	53.071	51.801	38.947	50.189	13.13	4.177	23.259	4.008	33.259	3.473	4.314	5.505	8.537	6.885	3.448	30.394	3.147	3.11	4.135	6.838	4.872	2.897	18.527	0.849	3.326	3.241	5.0	4.107
41.00759	0.929	51.953	50.579	38.508	50.157	11.359	6.614	23.538	0.772	52.507	51.823	36.96	50.092	12.385	3.557	21.797	0.998	53.169	52.209	38.705	50.484	12.63	4.265	23.042	3.929	33.184	3.364	4.486	5.509	8.768	7.087	3.368	30.797	3.038	3.367	4.225	7.013	4.736	2.732	18.702	0.993	2.992	3.441	4.807	4.111
41.17434	1.05	52.207	51.064	38.278	49.603	11.441	6.281	23.044	0.749	52.336	51.828	37.011	50.718	12.1	3.504	22.344	1.14	53.001	52.521	38.89	50.827	13.044	4.269	23.362	4.294	33.772	3.51	4.519	5.737	8.842	6.97	3.372	30.489	3.13	3.485	4.107	6.783	4.929	2.739	18.945	0.976	3.198	3.084	4.951	3.948
41.34089	1.07	51.953	51.114	38.48	49.932	11.443	6.051	23.201	0.603	52.507	51.907	36.96	50.627	12.525	3.782	22.303	1.195	53.085	52.18	38.846	50.709	12.799	4.265	23.351	4.097	33.662	3.477	4.317	5.537	8.853	6.834	3.283	30.797	3.15	3.451	4.0	7.097	5.214	3.097	19.377	0.993	3.133	3.075	4.751	4.392
41.50761	0.939	51.91	51.153	38.511	50.252	11.852	6.457	23.842	0.84	52.326	52.482	37.159	50.497	12.429	3.738	22.494	1.012	53.042	52.587	38.57	50.917	13.155	4.305	23.514	4.168	33.776	3.488	4.329	5.634	9.21	7.16	3.408	31.162	3.048	3.209	3.989	6.945	5.006	3.164	19.65	0.917	3.227	3.198	4.905	4.206
41.67415	0.933	51.629	51.408	38.603	50.592	11.083	6.365	23.236	0.832	52.522	52.708	37.336	50.19	12.137	3.786	22.817	1.031	53.099	52.869	38.772	51.144	12.524	4.494	23.302	4.186	33.869	3.818	4.49	5.766	9.056	7.093	3.709	31.144	3.154	3.455	4.062	6.652	4.967	2.932	19.721	1.192	3.249	3.276	4.924	4.396
41.84099	0.909	52.038	51.766	38.615	50.67	11.525	6.225	23.494	0.636	52.589	52.699	37.236	50.746	12.268	4.01	22.456	1.0	53.17	52.942	38.356	51.445	13.044	4.354	24.345	4.21	34.446	3.679	4.603	5.766	8.926	6.942	3.512	31.444	3.101	3.344	4.36	6.867	5.042	2.88	19.676	0.976	3.535	3.14	5.063	4.173
42.00765	0.949	52.205	51.896	38.964	49.924	11.474	6.328	23.78	1.133	52.679	52.945	37.359	50.648	12.53	3.553	22.967	1.025	53.394	53.275	38.914	50.816	12.666	4.317	23.509	4.295	34.398	3.584	4.594	5.956	8.807	7.205	3.307	31.641	3.227	3.445	4.26	7.102	5.36	2.921	20.402	1.038	3.181	3.292	5.34	4.133
42.17442	0.901	51.784	52.07	38.733	50.298	11.528	6.53	23.707	0.856	52.592	53.117	37.241	50.374	12.497	3.894	22.585	1.167	53.141	53.305	39.127	50.906	12.883	4.378	23.885	4.266	34.675	3.814	4.796	5.79	9.218	7.059	3.564	31.641	3.066	3.76	4.225	7.097	5.074	3.182	19.884	0.993	3.47	3.16	5.173	4.308
42.34097	0.926	51.742	52.169	38.751	50.2	11.269	6.413	24.234	1.64	52.352	53.103	37.372	50.558	12.126	3.553	23.196	1.078	53.155	53.432	39.172	50.555	13.046	4.542	23.962	4.065	35.002	3.895	4.482	5.871	8.846	7.222	3.56	31.997	3.147	3.419	4.135	6.838	4.9	3.009	20.271	0.934	3.383	3.353	5.169	4.135
42.50763	0.891	52.53	52.817	38.787	50.653	11.737	6.405	24.162	0.901	52.407	53.442	37.379	50.279	13.099	3.685	23.068	0.985	53.211	53.601	38.896	50.922	12.612	4.45	24.115	4.224	34.673	3.859	4.643	5.694	9.283	7.071	3.693	32.062	3.309	3.665	4.461	6.827	5.058	2.834	20.623	0.928	3.376	3.178	5.722	4.353
42.67429	1.0	52.179	52.664	39.001	50.499	11.451	6.429	24.576	0.813	52.618	53.85	37.453	50.997	12.757	3.681	23.567	0.896	53.254	53.925	39.25	50.909	13.196	4.362	24.276	4.332	35.337	3.715	4.948	5.83	9.024	7.206	3.267	32.137	3.052	3.689	4.203	7.384	5.446	2.971	20.757	1.066	3.626	3.231	5.324	4.461
42.84105	1.056	52.431	52.973	39.057	50.415	11.451	6.401	24.773	0.672	52.758	53.765	37.594	50.491	12.56	3.85	23.342	1.43	53.366	54.29	39.334	50.741	13.14	4.39	24.557	4.163	35.478	3.715	4.948	5.661	8.939	7.29	3.633	32.446	3.305	3.83	4.652	6.878	5.109	2.999	20.869	1.319	3.485	3.231	5.409	4.293
43.00777	1.056	52.488	53.057	39.057	50.527	11.592	6.682	24.857	0.813	52.702	54.187	37.762	50.828	12.588	3.765	22.948	1.149	53.169	54.206	38.997	50.993	13.646	4.446	24.22	4.725	35.421	3.855	4.892	5.605	9.333	7.374	3.52	32.446	3.221	3.914	4.287	7.215	5.193	2.746	20.953	1.094	3.626	3.428	5.212	4.208
43.17439	0.99	52.39	53.214	38.97	50.376	11.436	6.67	24.469	0.745	52.687	54.286	37.647	50.368	12.572	3.697	23.544	1.164	53.071	54.585	39.356	51.375	13.431	4.35	25.236	4.458	35.306	3.928	5.049	5.761	9.678	7.442	3.845	32.755	3.379	3.65	4.691	7.058	5.261	2.792	20.933	1.001	3.784	3.389	5.283	4.338
43.34115	1.078	52.404	53.311	39.036	50.333	11.947	6.478	24.954	0.664	52.701	54.609	37.938	50.746	12.999	3.954	23.86	0.972	53.226	54.684	39.367	51.22	13.69	4.466	24.626	4.238	35.485	3.876	4.941	5.766	8.983	7.363	3.456	32.68	3.354	3.85	4.641	7.064	5.435	2.823	21.136	0.892	3.535	3.309	5.4	4.426
43.50772	0.888	52.01	53.675	39.085	50.78	11.367	6.401	25.11	0.925	52.618	54.44	37.678	50.688	12.644	3.709	23.763	1.009	53.254	54.937	38.997	51.022	13.449	4.474	24.642	4.135	35.674	3.883	4.724	5.774	9.024	7.374	3.605	32.783	3.361	3.745	4.287	7.159	5.137	3.055	21.487	1.403	3.794	3.259	5.156	4.18
43.67454	0.926	52.305	54.11	39.201	50.819	11.522	6.61	25.471	0.684	52.802	54.987	37.878	50.698	13.11	3.862	23.59	0.938	53.324	55.232	39.425	51.23	13.046	4.402	25.031	4.261	35.874	3.895	4.988	5.871	8.931	7.475	3.56	32.812	3.287	3.757	4.557	7.401	5.462	2.813	21.958	1.074	3.72	3.269	5.225	4.36
43.84124	0.904	51.995	54.137	39.391	50.676	11.758	6.505	24.98	0.691	52.887	55.128	37.898	51.062	12.615	3.898	23.914	1.172	53.267	55.373	39.56	51.425	13.339	4.579	25.018	4.412	35.895	3.818	5.221	5.963	9.309	7.571	3.456	33.085	3.407	4.214	4.681	7.018	5.332	2.932	21.944	0.995	4.036	3.332	5.656	4.48
44.00786	1.235	51.939	54.334	39.454	50.566	11.972	6.497	24.965	0.599	52.774	55.269	37.821	51.317	12.745	3.778	24.461	0.994	53.239	55.766	39.115	51.399	13.496	4.795	24.946	4.571	35.958	4.035	4.82	5.927	9.212	7.729	3.729	33.544	3.484	4.01	4.67	7.091	5.237	2.841	22.014	1.018	3.945	3.522	5.731	4.557
44.17449	1.0	52.319	54.462	39.31	50.808	11.676	6.486	25.729	1.009	52.843	55.48	37.903	51.278	13.01	3.765	24.269	1.318	53.507	55.808	39.306	51.246	13.449	4.643	25.148	4.416	36.18	4.024	5.033	5.746	9.698	7.712	3.858	33.289	3.474	4.364	4.54	7.3	5.895	2.887	21.909	1.094	4.216	3.399	5.24	4.461
44.34119	1.095	52.136	54.813	39.51	50.819	11.298	6.666	25.162	0.656	52.661	55.719	38.103	51.036	12.998	3.862	24.546	1.163	53.296	56.132	39.593	51.23	13.665	4.542	25.874	4.43	36.436	4.288	5.213	6.068	9.353	7.56	3.785	33.656	3.456	4.291	4.67	7.316	5.547	3.15	22.605	1.327	4.283	3.494	5.478	4.529
44.50785	1.101	52.248	55.009	39.559	50.789	11.814	6.337	25.065	0.832	52.972	55.803	37.955	50.837	13.178	4.039	24.308	1.172	53.324	56.217	39.645	51.96	13.649	4.466	25.356	4.524	36.626	4.156	5.165	6.048	9.478	7.599	3.822	33.648	3.407	4.102	4.85	7.665	5.473	3.016	22.506	1.277	4.036	3.501	5.346	4.452
44.6745	0.985	52.572	54.911	39.605	51.17	11.753	6.923	25.845	0.744	53.042	55.986	38.113	51.33	12.835	3.866	24.385	1.195	53.422	56.287	39.802	51.412	13.333	4.49	25.995	4.66	36.897	3.87	5.302	6.156	9.528	7.819	3.649	33.666	3.488	4.182	4.563	7.238	5.243	3.013	22.837	1.555	4.061	3.328	5.567	4.476
44.84122	0.919	52.192	55.122	39.517	51.327	11.962	6.686	25.765	0.676	52.773	56.337	38.166	51.459	13.015	3.854	24.586	0.985	53.352	56.581	39.57	51.794	13.708	4.731	25.858	4.674	36.696	4.196	5.205	6.031	9.339	7.717	3.721	33.552	3.393	3.861	4.714	7.249	5.536	3.002	22.675	1.069	4.135	3.431	5.638	4.353
45.00785	0.926	52.445	55.572	39.679	51.241	11.888	6.863	25.837	0.824	52.858	56.534	38.328	51.486	13.364	3.862	24.546	1.275	53.493	56.638	39.368	51.848	13.665	4.542	26.127	4.739	36.942	4.232	5.298	6.124	9.606	7.644	3.814	33.825	3.4	4.291	4.641	7.091	5.743	3.094	22.83	1.018	4.311	3.438	5.647	4.557
45.17451	1.004	52.361	55.656	39.714	50.99	12.046	7.052	26.608	0.732	52.773	56.534	38.166	51.207	13.184	4.079	25.345	1.07	53.268	56.75	39.739	51.288	14.327	4.534	26.28	4.645	36.5	4.028	5.402	6.228	9.171	7.661	3.862	34.114	3.365	4.171	5.051	7.221	5.704	3.143	22.9	1.265	4.641	3.403	5.469	4.606
45.34126	0.909	52.319	55.867	39.739	51.653	11.975	6.759	26.331	0.973	52.982	56.66	38.191	51.589	13.139	3.926	24.872	1.393	53.422	56.987	39.564	51.866	13.297	4.803	26.255	4.743	37.086	4.213	5.559	5.962	9.488	7.785	3.877	33.747	3.439	4.187	4.809	7.204	5.632	3.413	23.046	1.004	4.686	3.477	5.569	4.678
45.50791	0.901	52.543	55.867	39.83	50.832	11.837	7.036	26.463	0.941	52.985	56.914	38.338	51.414	13.2	4.063	24.947	1.336	53.478	57.327	39.858	51.777	14.177	4.49	26.501	4.66	37.459	4.208	5.302	6.212	9.668	8.015	3.705	34.172	3.628	4.379	4.985	7.181	5.918	3.154	23.287	1.077	4.652	3.582	5.398	4.645
45.67464	1.361	52.36	56.162	39.862	51.04	11.852	6.964	26.403	0.784	52.945	57.21	38.313	51.2	13.498	3.963	25.224	1.096	53.38	57.427	39.64	51.649	13.83	4.728	26.751	4.703	37.097	4.22	5.511	6.169	9.379	7.948	3.717	34.089	3.555	4.475	5.002	7.451	5.822	2.995	23.534	1.114	4.719	3.704	5.608	4.572
45.84118	0.901	52.543	56.401	40.055	51.001	12.09	6.783	26.295	0.828	52.901	57.195	38.422	51.33	13.707	4.147	26.185	1.167	53.253	57.777	39.717	52.087	13.755	4.462	26.67	4.688	37.375	4.292	5.386	6.156	9.528	7.678	4.043	34.313	3.488	4.435	4.844	7.266	6.002	3.097	23.512	1.077	4.792	3.357	5.736	4.617
46.00785	1.128	52.246	56.528	39.982	51.315	11.799	7.242	26.451	1.23	52.836	57.55	38.376	51.617	13.222	3.818	25.61	1.067	53.633	57.825	40.329	51.334	14.008	4.611	27.082	4.647	37.415	4.243	5.507	6.251	9.672	7.982	3.911	34.403	3.576	4.414	5.038	7.373	6.024	3.298	23.578	1.187	4.909	3.556	5.522	4.99
46.17456	1.132	52.514	56.796	39.908	50.708	11.776	7.02	26.713	0.811	53.047	57.508	38.527	51.63	13.087	4.189	26.069	0.987	53.394	57.924	40.284	51.968	13.958	5.094	27.598	5.131	37.82	4.416	5.427	6.17	9.679	8.072	3.915	34.61	3.495	4.559	4.818	7.716	5.776	3.217	23.614	1.359	4.434	3.813	5.47	4.824
46.34126	1.152	52.626	57.192	39.972	51.407	11.976	6.847	26.847	0.891	52.995	57.736	38.59	51.285	13.176	3.96	26.203	1.183	53.647	58.239	40.326	51.964	13.827	4.979	27.93	4.766	37.913	4.355	5.479	6.224	10.029	8.106	3.968	34.67	3.544	4.668	5.277	7.271	5.922	3.379	23.658	1.15	4.935	3.636	5.581	4.678
46.50795	1.056	52.838	57.178	40.053	51.586	12.03	7.207	27.085	0.77	53.068	57.921	38.473	51.633	13.035	3.896	26.442	1.177	53.605	58.313	40.215	51.974	14.027	5.169	27.013	4.931	37.628	4.46	5.585	6.302	9.809	8.022	4.073	34.805	3.619	4.716	4.854	7.468	5.78	3.228	24.09	0.91	4.812	3.484	5.745	4.811
46.67463	1.033	52.243	57.237	40.245	51.718	11.714	6.908	27.167	0.696	52.904	57.982	38.522	51.284	13.288	4.107	26.496	1.165	53.662	58.632	40.248	51.713	14.402	4.673	27.351	5.008	38.16	4.358	6.022	6.175	9.734	8.447	4.284	35.133	3.654	4.671	5.083	7.44	5.977	3.461	24.137	0.995	4.82	3.517	5.45	4.51
46.84135	1.266	52.27	57.464	40.267	51.801	11.98	7.341	27.467	0.732	53.103	58.011	38.628	51.395	13.611	4.002	26.796	1.514	53.548	58.492	40.271	52.646	14.103	5.191	27.906	4.65	38.154	4.451	5.861	6.382	9.861	8.629	4.463	35.012	3.945	4.651	5.01	7.508	5.847	3.44	24.152	1.199	5.195	3.864	5.543	4.574
47.00808	0.992	52.567	57.509	40.271	51.777	11.98	7.558	27.559	0.945	53.323	58.343	38.659	51.398	14.042	3.991	26.689	0.968	53.534	58.741	40.06	52.115	14.088	5.096	28.085	4.874	38.274	4.552	5.339	6.174	9.68	8.154	4.083	34.954	3.616	4.723	5.189	7.656	6.164	3.565	24.434	0.975	4.952	3.476	5.762	5.042
47.17475	1.199	52.551	57.896	40.419	51.98	12.038	7.291	27.48	0.875	53.06	58.306	38.662	51.942	13.252	4.093	27.066	1.245	53.662	58.85	40.246	52.065	14.243	4.886	28.009	4.871	38.338	4.454	5.612	6.363	9.839	8.302	4.357	35.407	3.769	4.853	5.226	7.549	6.055	3.207	24.262	1.262	5.078	3.855	5.584	4.687
47.34146	1.117	52.565	57.967	40.344	51.566	12.214	7.296	27.944	0.822	53.075	58.691	38.787	51.955	13.741	4.041	27.131	1.335	53.505	58.95	40.372	52.221	14.449	4.805	28.416	5.218	38.32	4.514	5.986	6.367	9.76	8.479	4.304	35.247	3.574	5.17	5.346	7.64	5.976	3.865	24.326	1.321	5.025	3.432	5.816	4.776
47.508	0.972	52.763	57.944	40.46	51.694	11.927	7.22	27.937	0.886	52.998	58.786	38.844	51.656	13.69	3.993	26.839	1.151	53.648	59.164	40.39	52.096	14.295	4.844	28.669	5.098	38.525	4.664	5.797	6.551	9.783	8.316	4.629	35.383	3.831	4.837	4.9	7.646	6.037	3.325	24.477	1.139	5.341	3.601	5.889	4.896
47.67459	1.137	52.592	58.286	40.353	51.867	12.117	7.069	28.148	0.678	53.283	58.899	38.936	51.971	13.822	4.27	27.536	1.171	53.648	59.219	41.166	52.069	14.624	4.835	28.595	4.86	38.474	4.599	5.788	6.457	10.14	8.418	4.535	35.562	3.539	5.057	5.316	7.549	6.112	3.403	24.633	1.276	5.59	3.508	5.88	4.831
47.84128	1.297	52.892	58.669	40.549	51.798	12.101	7.57	28.037	1.208	53.095	59.282	39.075	52.045	13.833	4.258	27.339	0.815	53.776	59.516	40.502	52.599	14.377	4.937	28.739	5.33	38.983	4.587	5.918	6.33	9.72	8.686	3.98	35.446	3.784	4.987	5.241	7.703	5.866	3.221	24.866	1.211	5.55	3.754	5.781	4.791
48.00808	1.229	52.592	58.658	40.66	51.894	12.013	7.334	28.622	0.715	53.398	59.214	39.015	52.455	13.89	4.165	27.638	1.18	53.762	59.678	40.362	52.439	14.552	4.929	28.755	5.44	39.125	4.607	6.025	6.437	10.239	8.515	4.515	35.726	3.631	5.008	5.414	7.817	6.323	3.439	24.819	1.682	5.341	3.772	5.832	4.896
