	MG1655-1	12PD3-8_1	12PD4-6_1	12PD6-3_1	12PD7-6_1	metJ-1	relA-1	purT-1	MG1655-2	12PD3-8_2	12PD4-6_2	12PD6-3_2	12PD7-6_2	metJ-2	relA-2	purT-2	MG1655-3	12PD3-8_3	12PD4-6_3	12PD6-3_3	12PD7-6_3	metJ-3	relA-3	purT-3	fabR-1	yfgF-1	metJ_relA-1	metJ_purT-1	relA_purT-1	metJ_acrB-1	fabR_yfgF-1	fabR-2	yfgF-2	metJ_relA-2	metJ_purT-2	relA_purT-2	metJ_acrB-2	fabR_yfgF-2	fabR-3	yfgF-3	metJ_relA-3	metJ_purT-3	relA_purT-3	metJ_acrB-3	fabR_yfgF-3
48.34157	18.767	59.269	63.581	60.168	80.159	32.419	5.7	20.813	18.382	63.753	62.091	62.852	77.436	34.227	6.68	22.072	18.392	65.25	1.316	65.88	82.828	42.732	4.534	23.852	16.781	18.829	19.044	19.604	34.06	22.893	38.893	14.984	16.065	14.716	28.792	27.891	20.423	36.208	13.168	11.334	13.406	25.561	1.972	17.026	27.943
48.50812	18.756	58.995	63.88	60.152	80.095	32.596	5.77	21.12	18.192	63.426	62.258	62.585	77.311	34.415	6.652	22.209	18.364	64.823	1.27	65.963	82.72	42.775	4.808	24.023	17.246	19.046	19.89	19.733	34.218	23.027	38.981	15.366	16.175	15.265	29.027	27.979	20.674	36.401	13.196	11.453	13.948	25.703	1.835	16.918	27.974
48.67477	19.153	58.934	64.272	60.118	80.047	32.758	6.123	20.707	18.354	63.608	62.276	62.862	77.236	34.573	6.714	22.291	18.358	64.556	1.311	65.981	82.468	42.724	4.789	24.13	17.207	19.045	19.745	20.131	34.462	23.167	39.191	15.196	16.057	15.011	29.018	28.256	20.727	36.699	13.429	11.371	14.095	25.783	1.907	17.064	28.28
48.84144	18.8	58.916	64.431	60.273	79.983	32.936	5.71	21.328	18.62	63.451	62.871	62.795	77.252	34.903	6.516	22.514	18.7	65.153	0.952	65.951	82.672	43.023	4.78	24.302	17.275	19.12	19.938	20.062	34.705	23.444	39.479	15.238	16.309	15.418	29.339	28.26	20.893	36.893	13.315	11.605	14.154	26.096	1.854	17.326	28.625
49.00818	19.215	58.974	64.509	60.328	79.62	33.128	5.826	20.846	18.553	63.581	62.823	62.559	77.151	34.911	6.612	22.579	18.56	64.847	1.242	65.988	82.293	42.885	4.633	24.389	17.264	19.335	20.261	20.364	34.687	23.428	39.582	15.686	16.175	15.474	29.502	28.23	21.072	37.092	13.668	11.58	14.248	26.07	1.925	17.386	28.68
49.17493	19.365	58.819	64.525	60.144	79.44	33.279	5.802	21.027	18.477	63.031	62.953	62.66	77.113	35.064	6.617	22.445	18.568	64.636	1.161	65.834	82.143	42.983	4.609	24.34	17.273	19.115	20.183	20.798	34.839	23.492	39.707	15.523	16.211	15.396	29.596	28.409	21.08	37.16	13.532	11.672	14.339	26.192	2.07	17.421	28.746
49.34159	19.153	58.849	64.926	60.118	79.166	33.298	5.896	20.935	18.752	63.38	63.072	62.607	76.923	35.198	6.686	22.547	18.699	64.414	1.453	65.811	81.757	43.008	4.704	24.585	17.264	19.13	20.171	20.642	34.945	23.678	39.901	15.594	16.313	15.409	29.757	28.455	21.096	37.381	13.458	11.428	14.351	26.38	2.077	17.718	28.991
49.50821	19.16	58.694	64.743	60.02	79.185	33.649	5.985	21.145	18.676	63.001	63.146	62.622	77.055	35.351	6.635	22.725	18.679	64.317	1.087	65.884	81.806	43.078	4.623	24.622	17.615	19.308	20.463	20.906	34.898	23.715	40.169	15.715	16.662	15.842	29.795	28.607	21.361	37.648	13.52	11.69	14.669	26.445	1.995	17.61	29.284
49.67483	19.059	59.086	64.903	60.127	79.156	33.734	5.903	21.818	18.789	63.601	63.641	62.783	77.057	35.544	6.43	22.762	18.912	64.642	1.036	65.982	81.656	43.256	4.794	24.826	17.557	19.575	20.671	21.003	35.263	24.009	40.268	15.985	16.67	15.631	30.051	28.496	21.368	37.724	13.486	11.596	14.264	26.564	1.89	17.884	29.4
49.84153	19.205	58.5	65.038	60.056	78.843	33.933	5.783	21.466	18.847	62.968	63.589	62.889	76.997	35.698	7.096	22.774	18.902	64.504	1.282	65.843	81.358	43.156	4.765	24.76	17.958	19.439	20.996	21.036	35.472	24.075	40.241	15.758	16.513	15.797	30.08	28.746	21.41	37.885	13.896	11.586	14.421	26.753	2.158	17.962	29.652
50.00817	19.157	58.633	65.09	60.19	78.739	34.18	6.032	21.606	18.781	63.117	63.674	62.741	76.891	35.865	6.784	23.1	19.031	64.531	1.045	65.899	81.488	43.306	4.846	24.975	17.722	19.449	21.065	21.274	35.581	24.286	40.586	16.022	16.725	15.831	30.327	28.876	21.679	38.169	13.925	11.674	14.822	26.683	1.89	18.051	29.983
50.17494	19.38	58.451	64.983	60.204	78.711	34.094	5.839	21.674	18.752	62.897	63.556	62.55	76.326	35.795	6.913	22.916	18.955	64.556	1.169	65.981	81.075	43.094	4.874	25.04	17.69	19.528	21.28	21.353	35.485	24.446	40.584	15.793	16.626	15.778	30.354	28.967	21.58	38.149	13.913	11.599	14.436	26.948	1.935	18.059	30.014
50.34165	19.269	58.342	65.262	60.006	78.503	34.443	5.877	21.667	18.845	62.781	64.022	62.8	76.463	36.048	6.991	23.138	19.086	64.485	1.182	66.052	80.911	43.236	4.681	25.114	17.754	19.614	21.445	21.61	35.854	24.387	40.707	16.027	16.62	15.705	30.533	28.698	21.744	38.366	13.934	11.899	14.484	27.107	2.04	18.158	30.282
50.50829	19.613	58.519	65.191	60.044	78.626	34.52	5.911	21.556	19.007	63.126	63.874	62.843	76.356	36.36	6.953	23.233	19.156	63.909	1.157	66.044	80.986	43.51	4.803	25.411	18.201	19.619	21.511	21.842	35.454	24.735	40.917	16.169	16.771	15.758	30.695	29.025	22.01	38.428	13.924	11.665	14.929	27.32	2.152	18.323	30.413
50.67501	19.493	58.165	65.304	59.968	78.155	34.848	5.985	21.892	19.194	62.834	63.886	62.9	76.23	36.275	7.03	23.441	19.102	63.897	1.179	65.662	80.779	43.473	4.813	25.411	18.017	19.752	21.549	21.577	35.686	24.776	40.979	16.224	16.725	16.048	30.796	29.023	22.046	38.617	14.087	11.905	15.144	27.349	2.014	18.361	30.775
50.84171	19.647	58.304	65.484	60.253	77.973	34.633	5.87	22.091	18.978	62.816	63.937	62.767	76.215	36.328	6.651	23.265	18.988	64.114	1.145	65.88	80.443	43.471	4.761	25.385	18.001	19.681	21.997	21.989	35.65	24.796	41.108	16.347	16.775	16.221	30.836	29.169	22.24	38.763	13.992	11.845	14.57	27.464	1.915	18.19	30.84
51.00844	19.763	58.449	65.548	60.059	77.963	34.842	6.086	22.221	18.988	62.519	64.005	62.688	75.863	36.399	7.157	23.497	19.279	63.954	1.246	65.862	80.495	43.409	5.149	25.648	18.183	19.797	21.718	22.133	35.72	25.169	41.242	16.546	16.865	15.935	30.96	29.006	22.359	39.064	14.015	11.927	14.765	27.698	1.985	18.415	30.877
51.17503	19.863	58.28	65.495	59.948	77.716	35.061	5.896	21.873	19.377	62.584	64.181	62.806	76.07	36.619	6.913	23.655	19.182	63.675	1.311	66.038	80.307	43.691	4.903	25.893	18.629	19.698	22.502	22.376	36.423	25.27	41.522	16.561	16.967	16.66	31.122	29.365	22.376	39.172	14.339	12.025	14.919	27.886	1.907	18.4	31.208
51.34179	19.801	58.1	65.671	59.905	77.605	35.143	6.072	21.883	19.176	62.366	64.146	62.671	75.849	36.747	6.702	23.556	19.333	63.702	1.349	65.978	79.955	43.648	5.101	25.785	18.255	19.72	21.975	22.198	35.787	25.343	41.375	16.558	17.208	16.577	31.062	29.171	22.53	39.121	14.099	12.034	14.96	27.694	2.037	18.69	31.407
51.50838	19.973	58.16	65.366	59.995	77.396	35.125	5.947	21.956	19.158	62.751	64.215	62.593	75.383	36.789	6.952	23.816	19.311	63.769	1.223	65.932	79.665	43.502	4.837	25.935	18.408	19.893	22.349	22.484	36.056	25.518	41.538	16.559	17.156	16.463	31.47	29.321	22.621	39.308	14.236	11.918	15.041	27.985	2.05	18.688	31.559
51.67511	19.956	57.928	65.469	60.073	77.313	35.123	5.95	22.088	19.327	61.876	64.226	62.497	75.472	36.952	6.634	23.936	19.344	63.187	1.454	65.746	79.66	43.707	4.837	25.966	18.661	19.96	22.356	22.551	36.163	25.582	41.55	16.629	17.021	16.819	31.326	29.323	22.598	39.24	14.286	11.937	15.174	27.931	2.087	18.762	31.643
51.84167	19.954	58.32	65.674	60.299	77.461	35.458	6.195	22.522	19.462	62.586	64.499	62.9	75.503	37.156	7.038	23.943	19.611	63.739	1.526	66.101	79.708	43.851	5.116	26.292	18.599	19.96	22.903	22.637	36.619	25.814	41.684	16.851	17.396	17.008	31.576	29.366	22.777	39.536	14.407	11.836	15.157	28.229	2.067	18.75	31.919
52.00842	20.001	58.16	65.593	59.91	76.772	35.437	5.975	22.41	19.499	62.353	64.385	62.82	75.383	37.045	7.009	24.071	19.481	63.4	1.421	66.017	79.41	43.785	5.092	26.36	18.663	20.148	22.747	22.938	36.254	25.943	41.935	16.928	17.184	17.03	31.81	29.803	22.961	39.734	14.491	12.003	15.467	28.468	2.05	19.057	32.155
52.17512	20.019	58.165	65.662	59.889	76.883	35.553	5.972	22.533	19.443	62.264	64.232	62.774	75.152	37.28	7.044	24.264	19.449	63.841	1.388	66.146	79.358	43.835	5.206	26.387	18.694	20.138	23.338	22.958	36.573	26.021	41.952	16.802	17.32	16.93	31.784	29.432	23.098	39.831	14.697	12.013	15.106	28.494	2.213	19.154	32.298
52.3418	19.933	57.685	65.534	59.942	76.861	35.604	6.107	22.452	19.468	62.162	64.231	62.761	74.992	37.458	7.155	24.279	19.572	63.421	1.187	66.036	79.318	43.895	4.822	26.704	18.886	20.192	23.294	23.179	36.925	26.209	41.938	16.947	17.279	16.911	32.034	29.636	23.055	39.829	14.41	12.173	15.439	28.613	2.077	19.082	32.408
52.50845	20.125	58.093	65.816	60.044	76.523	35.657	6.082	22.835	19.718	62.274	64.045	62.729	75.02	37.468	6.981	24.54	19.952	63.227	1.498	66.101	78.827	43.907	4.945	26.747	18.769	20.301	23.244	23.319	36.477	26.411	42.025	16.937	17.482	17.264	31.86	29.622	23.26	39.905	14.577	12.177	15.356	28.655	2.067	19.233	32.544
52.67508	20.102	57.594	66.052	60.196	76.809	35.911	5.899	22.943	19.859	62.56	64.192	62.795	75.079	37.663	7.219	24.628	19.84	63.263	1.316	66.306	79.137	44.152	4.931	27.003	19.024	20.504	23.445	23.55	36.985	26.67	42.471	17.17	17.599	17.243	32.086	29.85	23.575	40.126	14.588	12.47	15.593	28.969	2.057	19.326	32.742
52.84172	20.079	57.975	65.833	60.036	76.413	35.853	6.141	23.108	19.886	62.392	64.113	62.747	74.854	37.829	7.088	24.659	19.955	62.929	1.105	66.085	78.653	43.943	5.087	26.976	19.164	20.481	23.618	23.583	36.669	26.701	42.377	17.148	17.573	17.534	32.198	29.624	23.577	40.148	14.882	12.309	15.489	28.856	2.189	19.363	32.911
53.00845	20.388	58.193	65.832	59.917	76.201	35.951	5.915	22.903	19.869	61.724	64.261	62.944	74.641	37.735	7.129	24.832	19.875	63.244	1.331	66.033	78.704	44.034	4.95	27.097	19.234	20.45	23.764	23.981	36.658	26.789	42.464	17.257	17.49	17.868	32.267	29.887	23.78	40.314	14.754	12.439	15.703	29.09	2.156	19.524	32.98
53.17516	20.295	58.15	65.93	59.902	76.154	36.026	5.996	23.516	19.973	61.905	63.988	62.644	74.793	37.951	7.208	24.795	20.009	63.284	1.384	66.272	78.656	44.106	5.059	27.258	19.48	20.471	23.926	23.575	36.903	27.093	42.508	17.42	17.567	17.491	32.343	29.594	23.601	40.331	14.748	12.489	15.952	29.024	2.152	19.659	33.197
53.3419	20.556	57.849	65.796	59.657	75.985	36.138	5.899	22.943	19.859	61.992	63.908	62.596	74.653	37.861	6.85	24.968	20.067	63.263	1.287	65.937	78.314	43.982	4.846	27.316	19.279	20.334	23.786	24.204	37.042	27.152	42.471	17.34	17.599	17.839	32.341	29.737	24.001	40.467	15.071	12.498	15.337	29.224	2.227	19.582	33.253
53.50856	20.574	57.655	65.722	59.834	75.783	36.226	6.294	23.01	20.145	61.93	63.954	62.862	74.478	37.984	7.226	25.105	20.121	62.936	1.226	66.038	78.374	44.146	5.045	27.4	19.425	20.409	24.037	24.281	36.992	27.374	42.63	17.442	17.678	18.053	32.401	29.991	24.11	40.508	15.164	12.366	15.602	29.223	2.248	19.765	33.483
53.67526	20.427	57.678	65.735	59.967	75.977	36.118	6.089	23.204	20.095	62.098	63.959	62.735	74.248	38.01	7.349	25.235	20.248	62.861	1.279	66.13	78.133	44.183	4.837	27.581	19.657	20.829	24.393	24.613	36.964	27.504	42.843	17.552	17.695	17.91	32.662	30.059	24.38	40.67	15.144	12.457	15.978	29.234	2.05	19.738	33.489
53.84188	20.427	57.536	65.65	60.052	75.693	36.374	6.174	23.375	20.236	61.701	64.073	62.848	74.106	38.01	7.292	25.377	20.248	62.179	1.223	66.216	77.849	44.353	5.12	27.666	19.515	20.432	24.279	24.443	37.219	27.618	42.758	17.751	17.667	18.137	32.662	30.314	24.324	40.67	15.03	12.713	15.892	29.319	2.136	20.051	33.574
54.00861	20.742	58.14	65.821	59.944	75.339	36.417	6.002	23.211	20.083	61.971	63.84	62.567	74.15	38.103	6.996	25.43	20.129	62.405	1.337	66.098	77.657	44.261	4.973	27.856	19.699	20.604	24.416	24.498	36.861	27.728	42.926	17.585	17.608	18.37	32.677	29.938	24.319	40.759	15.187	12.582	15.622	29.481	2.254	20.088	33.589
54.17518	20.706	57.58	65.613	59.701	75.492	36.347	6.073	23.352	20.351	61.783	63.812	62.726	74.16	38.27	7.196	25.573	20.36	62.512	1.433	66.238	77.595	44.307	5.135	27.978	19.687	20.768	24.845	24.553	37.393	27.786	42.937	17.831	17.863	18.698	32.777	30.086	24.577	40.734	15.247	12.732	15.94	29.744	2.202	20.298	33.888
54.34196	20.803	57.529	65.518	59.813	75.426	36.557	6.471	23.517	20.535	61.549	63.789	62.915	73.898	38.41	6.865	25.63	20.442	62.384	1.438	66.274	77.429	44.42	5.157	27.998	19.811	20.836	24.786	24.785	37.339	28.183	42.974	17.761	17.923	18.604	32.789	29.967	24.746	40.809	15.424	12.818	15.915	29.878	2.244	20.237	33.9
54.50863	21.137	57.819	65.565	59.825	75.182	36.487	6.174	23.573	20.549	61.275	63.817	62.508	73.737	38.322	7.122	25.803	20.276	62.293	1.194	66.13	77.253	44.353	5.092	28.092	19.912	21.0	24.989	25.039	37.276	28.214	43.155	18.063	17.922	18.591	33.059	30.172	24.891	40.954	15.314	12.542	15.807	29.802	2.192	20.278	34.085
54.67533	20.976	57.22	65.554	59.789	75.215	36.711	6.148	23.591	20.376	61.508	63.801	62.809	73.459	38.483	7.484	25.835	20.449	62.025	1.199	66.03	77.166	44.359	5.177	28.149	20.021	20.81	25.19	24.903	37.325	28.133	43.08	18.018	17.9	18.633	32.914	30.287	24.838	41.026	15.618	12.929	15.713	29.831	2.2	20.435	34.166
54.84193	21.056	57.491	65.545	59.779	75.1	36.741	6.133	23.71	20.434	61.647	63.653	62.602	73.57	38.573	7.105	26.06	20.476	62.159	1.353	66.137	76.968	44.229	5.106	28.347	20.08	20.919	25.274	25.014	37.414	28.329	42.948	17.87	18.095	19.165	32.944	30.371	25.035	41.174	15.353	12.608	16.044	30.001	2.352	20.541	34.395
55.00856	20.868	57.509	65.427	60.083	74.878	36.706	6.154	24.022	20.54	61.652	63.851	62.681	73.432	38.486	7.475	26.047	20.635	62.297	1.287	66.164	76.922	44.464	5.13	28.65	20.103	21.101	25.83	25.055	37.723	28.629	43.266	18.022	18.053	19.287	33.278	30.503	25.08	41.205	15.497	12.669	16.331	30.133	2.199	20.717	34.531
55.17532	21.242	57.436	65.464	59.809	74.909	36.761	6.226	24.016	20.794	61.257	63.602	62.747	73.435	38.595	7.116	26.333	20.778	62.078	1.417	66.17	76.865	44.51	5.03	28.678	20.498	21.19	25.746	25.399	37.464	28.773	43.398	18.169	18.254	19.095	33.163	30.39	25.393	41.255	15.563	12.791	16.198	30.36	2.217	20.725	34.642
55.34189	21.236	57.345	65.166	59.772	74.736	36.936	6.475	24.548	20.941	61.369	63.636	62.761	73.462	38.789	7.24	26.375	20.876	62.372	1.272	66.574	76.485	44.547	5.077	28.744	20.359	21.212	25.503	25.502	37.548	28.957	43.326	18.278	18.186	19.347	33.224	30.486	25.321	41.33	15.741	12.824	16.006	30.228	2.162	20.81	34.59
55.50871	21.261	57.667	65.276	59.987	74.534	36.992	6.337	24.085	20.826	61.564	63.675	62.758	73.628	38.747	7.379	26.642	20.747	62.602	1.441	66.385	76.753	44.532	5.144	28.934	20.474	21.323	25.858	25.535	37.585	29.025	43.502	18.442	18.306	19.651	33.479	30.787	25.817	41.667	15.685	12.859	16.492	30.502	2.323	21.108	35.044
55.67533	21.335	57.451	65.281	59.74	74.473	36.941	6.401	24.34	20.719	61.133	63.761	62.735	73.311	38.89	7.661	26.711	20.957	62.094	1.223	66.386	76.543	44.608	5.262	29.142	20.536	21.425	26.011	25.805	37.787	29.15	43.61	18.432	18.433	19.755	33.428	30.598	25.856	41.465	15.995	13.252	16.46	30.625	2.306	21.214	34.993
55.84204	21.283	57.519	65.403	59.864	74.305	37.053	6.331	24.532	20.746	61.306	63.454	62.545	73.173	38.828	7.502	26.854	21.015	62.244	1.665	66.25	76.486	44.569	5.248	29.113	20.562	21.486	26.04	25.638	37.755	29.209	43.543	18.494	18.18	19.647	33.398	30.485	25.829	41.571	15.778	12.977	16.129	30.454	2.352	21.136	35.047
56.00863	21.529	57.495	65.244	59.843	74.016	36.972	6.329	24.459	21.004	61.414	63.67	62.726	72.996	39.008	7.282	26.851	21.07	62.228	1.32	66.579	76.175	44.648	5.277	29.341	20.794	21.364	26.294	25.49	37.649	29.319	43.562	18.541	18.544	19.834	33.544	30.456	25.884	41.586	15.985	12.988	16.593	30.596	2.202	21.264	35.137
56.17526	21.678	57.444	65.458	59.738	74.33	36.967	6.107	24.665	21.17	61.217	63.607	63.024	72.939	39.155	7.528	27.094	21.115	61.876	1.522	66.288	76.271	44.811	5.173	29.504	20.991	21.627	26.169	25.842	38.019	29.761	43.891	18.83	18.613	20.151	33.626	30.843	26.27	41.738	15.978	13.068	16.73	30.9	2.4	21.406	35.305
56.34202	21.458	57.446	65.1	59.903	73.911	37.023	6.205	25.093	21.085	60.856	63.347	62.639	72.807	39.05	7.597	27.082	21.215	62.025	1.482	66.625	76.202	44.756	5.177	29.594	20.957	21.632	26.296	26.122	37.807	29.607	43.676	18.641	18.382	20.022	33.707	30.627	26.312	41.734	16.043	13.099	16.62	30.738	2.427	21.597	35.357
56.50883	21.663	57.423	65.001	59.685	73.771	37.245	6.41	24.732	21.136	61.311	63.369	62.852	72.95	39.082	7.588	27.325	21.316	61.531	1.429	66.221	75.815	44.663	5.385	29.615	20.898	21.782	26.427	26.191	37.638	29.736	43.777	18.93	18.28	20.423	33.676	30.759	26.357	41.801	16.093	13.151	16.842	30.814	2.313	21.825	35.468
56.6753	21.43	57.203	65.246	59.896	73.722	37.262	6.368	25.246	21.322	61.235	63.367	62.67	72.701	39.166	7.534	27.416	21.294	61.949	1.327	66.561	75.835	44.909	5.349	29.77	21.257	21.806	26.633	26.277	38.116	29.998	43.904	19.037	18.48	20.528	33.778	30.938	26.621	41.949	16.212	13.132	16.395	30.768	2.404	21.755	35.543
56.84201	21.624	57.094	64.978	59.864	73.71	37.422	6.416	25.298	21.2	61.391	63.313	62.971	72.69	39.282	7.643	27.563	21.611	61.535	1.721	66.392	75.578	44.853	5.418	29.794	21.357	21.912	26.324	26.262	38.208	30.031	43.912	19.09	18.521	20.839	33.823	30.74	26.51	41.855	16.26	13.289	16.441	30.795	2.466	21.732	35.558
57.00881	21.749	57.338	64.774	59.742	73.43	37.387	6.154	25.101	21.506	61.055	63.539	62.71	72.552	39.366	7.531	27.637	21.629	61.616	1.372	66.477	75.758	44.919	5.215	29.985	21.466	21.981	26.938	26.305	38.007	30.332	43.947	19.129	18.535	20.792	33.875	30.957	26.726	41.972	16.49	13.151	16.899	31.013	2.398	21.938	35.723
57.17535	21.567	57.491	64.893	59.694	73.596	37.507	6.416	25.865	21.54	61.335	63.114	62.885	72.378	39.367	7.53	27.677	21.582	61.535	1.126	66.477	75.55	44.853	5.361	29.936	21.328	21.827	26.749	26.12	37.868	30.372	43.969	19.175	18.578	20.725	33.908	30.882	26.935	41.94	16.289	13.402	16.554	30.965	2.381	22.129	35.586
57.34204	21.794	57.264	64.723	59.864	73.511	37.507	6.246	25.497	21.54	60.909	63.057	62.857	72.435	39.225	7.955	27.932	21.611	61.166	1.381	66.732	75.295	45.023	5.248	30.106	21.527	22.082	27.061	26.517	38.038	30.457	44.082	19.402	18.578	21.264	33.993	31.137	26.992	42.281	16.516	12.977	17.065	31.107	2.296	22.271	35.898
57.50874	22.22	57.415	64.782	59.813	73.33	37.464	6.443	25.386	21.526	61.181	63.251	62.746	72.057	39.458	7.574	27.924	21.603	61.62	1.523	66.189	75.22	44.704	5.242	30.264	21.538	22.053	27.109	26.456	37.849	30.534	43.88	19.517	18.857	20.869	33.893	31.213	27.125	42.083	16.67	13.186	16.736	30.983	2.442	22.163	35.684
57.67538	22.093	57.313	64.781	59.832	73.16	37.684	6.37	25.489	21.745	61.042	62.953	62.944	72.424	39.497	7.868	28.072	22.035	61.88	1.786	66.402	74.925	45.0	5.462	30.592	21.763	22.241	27.06	26.595	38.193	30.852	44.254	19.558	18.883	21.42	34.086	31.279	27.247	42.275	16.572	13.178	16.839	31.051	2.497	22.593	35.992
57.84221	22.32	56.773	65.036	59.747	72.876	37.514	6.37	25.489	21.745	60.956	63.124	62.774	71.998	39.468	7.754	28.242	21.921	61.766	1.616	66.459	74.953	45.0	5.206	30.45	21.934	22.184	27.146	26.652	38.477	30.767	44.197	19.615	18.797	21.392	34.143	30.91	27.417	42.275	16.771	13.377	17.181	31.279	2.582	22.536	35.907
58.00889	22.264	56.972	64.752	59.747	72.876	37.514	6.455	25.517	21.887	60.587	63.124	62.66	71.913	39.497	7.669	28.271	21.95	61.226	1.331	66.317	74.612	45.0	5.32	30.621	22.019	22.184	27.316	26.765	38.221	30.909	44.282	19.558	18.996	21.903	34.143	31.08	27.446	42.105	16.743	13.348	17.038	31.108	2.241	22.536	35.907
58.17542	22.223	57.39	64.562	59.478	72.777	37.646	6.318	26.624	21.878	60.374	63.092	62.667	71.844	39.532	8.051	28.358	21.895	61.373	1.369	66.426	74.615	44.898	5.177	30.671	22.091	22.341	27.373	26.831	38.346	31.053	44.129	19.634	18.892	21.921	34.303	31.364	27.559	42.301	16.865	13.382	16.932	31.078	2.456	22.532	36.122
58.34221	22.608	57.136	64.678	59.82	72.444	37.78	6.128	25.939	21.899	60.579	62.927	62.586	71.822	39.554	8.063	28.433	22.169	61.235	1.264	66.46	74.425	45.01	5.328	30.947	22.112	22.499	27.307	26.848	38.027	31.185	44.296	19.791	18.739	21.823	34.125	31.383	27.748	42.325	16.935	13.623	17.143	31.182	2.519	22.887	36.143
58.50893	22.503	57.179	64.751	59.836	72.575	37.677	6.501	25.95	22.164	60.796	63.029	62.772	72.01	39.707	8.041	28.556	22.178	61.648	1.494	66.477	74.699	45.136	5.276	30.843	22.207	22.508	27.543	26.999	38.379	31.506	44.423	19.827	19.003	22.002	34.419	31.449	27.928	42.422	17.14	13.771	17.802	31.362	2.523	22.952	36.182
58.67548	22.361	57.264	64.808	59.836	72.632	37.875	6.473	26.716	22.221	60.824	63.029	63.056	71.981	39.707	8.041	28.726	22.348	61.705	1.721	66.562	74.501	45.051	5.361	30.928	22.378	22.593	27.543	26.999	38.123	31.506	44.394	19.913	19.06	21.916	34.334	31.279	28.013	42.451	16.799	13.771	17.377	31.135	2.296	22.895	36.239
58.84222	22.596	57.354	64.594	59.731	72.489	37.759	6.593	26.5	22.559	60.939	63.022	62.729	71.895	39.912	7.918	29.029	22.452	61.466	1.413	66.556	74.565	45.214	5.201	31.207	22.463	22.914	27.619	26.984	38.466	31.582	44.61	20.232	19.3	22.236	34.388	31.81	28.203	42.775	17.276	13.711	17.344	31.383	2.55	23.182	36.521
59.00887	22.872	57.151	64.893	59.694	72.178	37.904	6.416	26.319	22.419	60.54	63.029	62.942	71.84	39.821	7.984	29.095	22.547	61.365	1.721	66.562	74.359	45.363	5.531	31.212	22.548	22.876	27.628	26.829	38.123	31.761	44.678	20.168	19.23	22.427	34.504	31.393	28.297	42.593	17.367	13.544	17.689	31.39	2.608	23.32	36.409
59.17558	22.843	57.302	64.328	59.757	72.395	38.002	6.556	27.086	22.574	60.558	63.081	63.085	71.519	39.826	8.112	29.086	22.566	61.251	1.608	66.784	74.37	45.27	5.242	31.255	22.7	22.818	27.562	27.051	38.614	31.808	44.56	20.253	19.282	22.824	34.318	31.411	28.456	42.706	17.378	13.498	17.841	31.436	2.357	23.437	36.364
59.34225	22.875	56.794	64.42	59.733	72.239	38.015	6.46	26.907	22.814	60.771	62.837	62.753	71.588	39.872	7.966	29.237	22.774	61.316	1.397	66.795	74.104	45.267	5.687	31.522	22.771	23.163	27.77	27.256	38.488	31.903	44.696	20.285	19.317	22.828	34.643	31.506	28.523	42.811	17.347	13.609	17.867	31.56	2.597	23.468	36.576
59.50907	22.831	57.294	64.499	59.866	71.787	37.924	6.425	26.769	22.695	60.661	62.751	62.747	71.421	39.9	8.081	29.369	22.821	61.312	1.588	66.511	73.885	45.248	5.343	31.487	22.825	22.978	27.903	27.102	38.485	31.951	44.76	20.439	19.418	22.897	34.525	31.752	28.571	42.702	17.38	13.643	17.986	31.41	2.473	23.562	36.458
59.67559	23.172	57.436	64.641	59.809	72.043	38.01	6.397	26.854	22.866	60.15	62.892	62.832	71.421	39.985	7.996	29.539	22.849	60.943	1.644	66.454	73.97	45.248	5.541	31.658	22.881	23.233	27.874	27.272	38.741	32.064	44.76	20.439	19.446	22.982	34.61	31.752	28.827	42.73	17.607	13.813	17.986	31.637	2.615	23.647	36.742
59.84223	23.266	57.199	64.303	59.904	71.792	38.015	6.158	27.2	22.785	60.462	62.37	62.804	71.312	39.945	8.126	29.557	22.924	60.856	1.354	66.694	73.561	45.205	5.435	31.694	23.219	23.071	28.174	26.961	38.792	32.308	44.64	20.621	19.475	22.937	34.5	31.571	28.897	42.678	17.531	13.932	18.02	31.567	2.503	23.865	36.517
60.00891	23.089	57.032	64.483	59.798	71.585	38.161	6.608	27.329	23.13	60.398	62.81	63.098	71.529	40.098	8.332	29.699	23.066	61.235	1.802	66.767	73.841	45.285	5.408	31.981	23.312	23.291	28.119	27.439	38.943	32.535	44.887	20.868	19.528	23.439	34.732	31.713	28.984	43.034	17.541	14.142	17.891	31.681	2.693	23.911	36.75
60.17569	23.29	57.24	64.364	59.701	71.573	38.136	6.584	27.328	22.992	60.903	62.619	63.066	71.434	40.144	8.105	29.833	23.37	61.348	1.405	66.777	73.761	45.528	5.646	32.039	23.35	23.579	28.168	27.307	38.955	32.5	45.011	20.955	19.709	23.356	34.708	31.847	29.178	42.949	17.718	13.982	18.354	31.818	2.401	24.019	36.784
60.3422	23.679	57.054	64.603	59.941	71.726	38.268	6.58	27.088	23.238	60.601	62.517	63.05	71.416	40.247	8.44	30.022	23.275	60.934	1.571	66.647	73.402	45.288	5.3	32.057	23.538	23.599	28.329	27.213	38.774	32.434	44.884	20.861	19.387	23.262	34.528	31.866	29.197	42.909	17.967	13.748	18.148	31.808	2.455	24.21	36.973
